	0
10	"Arshad Alam, Amaan Iqbal, Deepak Kumar, Mohammad Hamza and many others were killed in communal riots that convulsed north-east Delhi in late February 2020. Many more were injured, or victims of arson. The Home Minister stated on March 11 that “over 700 FIRs” had been filed. Yet about 80 days after the riots started, little is known to the public about the status of most cases as the police aggressively and selectively pursue a few FIRs and seek to project a so-called “conspiracy” behind the riots, led by anti-CAA protest organisers.Significantly, 38 out of 53 recorded killed in the riots were Muslims, as were majority of those otherwise affected. Most anti-CAA protest organisers being targeted by the police under the supposed “conspiracy” are also Muslims. This line of investigation is being followed with suspiciousspeed, under twin pressures – COVID-19 lockdown and under threat of the draconian UAPA, added to one of the FIRs (FIR 59/20 of 6.3.20) police are pursuing – both curbing the ability and right of those arbitrarily implicated to access legal help.This has deliberately diverted attention from well-reported facts – BJP leader Kapil Mishra’s role, the fact that no FIR still exists against him or other leaders, incidents of communal violence by mobs, including Hindu aggressors, and many instances of communal bias of the police, including illegal detentions of Muslims and refusal to lodge ‘missing person’ complaints by Muslims.This diversion is quite likely being abetted also by the problems and weaknesses in routine FIRs filed in riot-related cases (in a manner reminiscent of Gujarat in 2002). FIRs are crucial instruments through which police have control over what is regarded as truth. Discrepancies in recording of FIR can lead to improper investigation and acquittal of the guilty. About 40 FIRs (related to the north-east Delhi riots) accessed by a Delhi-based civil rights group, Peoples Union for Democratic Rights (PUDR) and in its possession, reveal crucial discrepancies.One, several Muslim victims have faced problems while trying to lodge FIRs. Two, in few where they have managed to, charges have been diluted and non-bailable sections against Hindu names have been visibly dropped. Three, there is evidence of a single FIR combining multiple incidents. Four, the police have chosen to be the complainant even in those instances where there were independent witnesses. Given the evidence in this small sample of FIRs, the communal bias of police in the north-east Delhi riots is evident in the manner in which the FIRs have been lodged by them.Through this bizarre, blatant rescripting of the narrative of the riots, the subversion of truth is being presided over by the state. This needs to be called out, and halted. It is imperative, for the sake of justice that all FIRs pertaining to the riots be opened to public scrutiny. Collection of evidence – CCTV footage, phone records, etc., and physical evidence and investigation also need to be made transparent and monitored.Arrests as intimidationOne obvious consequence of the rescripting of the riots is the criminalisation of anti-CAA demonstrations which had gone on peacefully at different sites for months, protests which werelegitimate, constitutional, and which raised very valid concerns. Further, the rescripting has diverted attention from the state’s failure to prosecute accused in the massive police attack on Jamia Millia Islamia (JMI) students in December 2019, which also drew extensive international criticism. The JMI authorities, backed by the courts, sought registration of FIR into police action in January 2020. And yet, no FIR has been filed. Is it a coincidence that many of those arrested recently in the so-calledriots “conspiracy” are associated with JMI? Is it a coincidence that prominent persons, like the Chairman of the Delhi Minorities Commission, who question selective arrests of Muslims, are being charged under sedition for a tweet? The intimidatory objective of such arrests and charges is absolutely clear.In the midst of this noise around the manufacture of a conspiracy, and the attempt to erase the truth of the riots, we must persevere in the ‘struggle of memory against forgetting’ and ensure that state institutions are held accountable to their constitutional and legal responsibility of treating all citizens equally, ensuring fair recording of riot crimes, systematic collection of evidence, fair investigation and prosecution of all guilty.Nothing more is needed. Nothing less will do.Radhika Chitkara and Vikas Kumar are secretaries of Peoples Union for Democratic Rights, a Delhi-based civil rights group."
11	"The Delhi Police Special Cell on Wednesday filed the third supplementary chargesheet in the north-east Delhi riots larger conspiracy case before a special court. The chargesheet, which includes several Forensic Science Laboratory (FSL) reports and information on alleged meetings held among the “conspirators”, was filed before the court of Additional Sessions Judge Amitabh Rawat. During the hearing, Special Public Prosecutor Amit Prasad submitted that the chargesheet also contained reports pertaining to acid attacks on policemen and voice samples taken from one of the accused, former Jamia student Asif Iqbal Tanha.The court is yet to take cognisance of the latest supplementary chargesheet. The first chargesheet in the case was filed in September 2020, following which the first supplementary chargesheet was filed in October that year. The second supplementary chargesheet was submitted by the police early last year.While the first chargesheet named 15 accused, including student activists Natasha Narwal, Devangana Kalita and Asif Iqbal Tanha, the second chargesheet added three more persons as accused — former JNU students Umar Khalid, Sharjeel Imam and SIM card seller Faizan Khan.The second supplementary chargesheet pertained to information regarding CCTV cameras in locations that witnessed violence and how they were “incapacitated” and covered with cloth in order to hide evidence.The police have accused all the 18 persons named in the case of “hatching a conspiracy” and mobilising people through different secret meetings and WhatsApp conversations to carry out the riots."
12	"The Delhi High Court has granted bail to six persons accused in a murder committed during the 2020 north-east Delhi riots, noting that there cannot be an umbrella assumption of guilt on behalf of every accused when there is a crowd involved.Justice Subramonium Prasad granted bail to Mohd. Shoaib, Parvez, Mohd. Tahir, Rashid, Mohd. Faisal and Shahrukh, all arrested over 21 months ago in connection with the murder of a 20-year-old youth Dilbar Negi.According to the prosecution, the police received a call on February 26, 2020, that some rioters were throwing stones in Bhagirathi Vihar. When they reached the spot, they found that the house of the owner of a sweet shop, located in Main Brijpuri Road, had been set ablaze by the rioters. The police found a half-burnt body of Negi, a waiter at the sweet house.The public prosecutor opposed the bail on the ground that all the accused “actively participated” in the riots in which Negi was burnt alive.The public prosecutor submitted that it is of no consequence that no specific conduct can be attributed to the accused and that having participated in the riotous mob, the accused is responsible for not only his own actions, but also the actions of the others.In this case, the issue which arises for consideration before the court was that when an offence of murder is committed by an unlawful assembly, then whether each person involved should be denied the benefit of bail, regardless of his role or object of the crowd.Justice Prasad clarified, “When there is a crowd involved, at the juncture of grant or denial of bail, the court must hesitate before arriving at the conclusion that every member of the unlawful assembly inhabits a common intention to accomplish the unlawful common object.”“There cannot be an umbrella assumption of guilt on behalf of every accused by the court, and every decision must be taken based on a careful consideration of the facts and circumstances in the matter therein,” Justice Prasad said.Against principlesThe HC also took note of the fact that all the accused persons have been in jail for over 21 months now. “It is egregious and against the principles enshrined in our Constitution to allow an accused to remain languishing behind the bars during the pendency of the trial,” the court said.“Bail is the rule and jail is the exception, and courts must exercise their jurisdiction to uphold the tenets of personal liberty, subject to rightful regulation of the same by validly enacted legislation,” it added.The court also said that the presence of the accused “at the scene of crime is inconclusive at this juncture and can only be confirmed during the course of trial and cannot justify the prolonged incarceration of the petitioner at this point of time”."
13	"A Delhi court on Thursday reserved its order on the bail plea of former JNU student Umar Khalid in a case of a larger conspiracy in connection with Delhi riots during February 2020.Additional Sessions Judge Amitabh Rawat said that the order on the bail plea of Mr. Khalid would be pronounced on March 14.Also read | Umar Khalid referred to web series to create a perception, court toldDuring the argument, the accused told the court that the prosecution lacked the evidence to prove its case against him.Mr. Khalid, along with several others, has been booked under the anti-terror law — Unlawful Activities (Prevention) Act (UAPA) — in the case for being the ""masterminds"" of the February 2020 riots, which had left 53 people dead and over 700 injured.The violence had erupted during the protests against the Citizenship (Amendment) Act (CAA), 2019, and the National Register of Citizens (NRC).Besides Mr. Khalid, activist Khalid Saifi, JNU students Natasha Narwal and Devangana Kalita, Jamia Coordination Committee members Safoora Zargar, former AAP councillor Tahir Hussain and several others have also been booked under the stringent law in the case. "
14	"A Delhi court on Thursday dismissed former JNU student leader Umar Khalid bail plea in connection with the Northeast Delhi riots UAPA larger conspiracy case.The order was passed by Additional Sessions Judge Amitabh Rawat after he deferred the order on Mr. Khalid’s bail plea thrice previously due to late submission of written arguments from both defense counsel and the prosecutor.The court had reserved order in the case earlier this month. Senior Advocate Trideep Pais was arguing on behalf of Mr. Khalid while Special Public Prosecutor Amit Prasad was arguing against the bail.During the course of arguments, which stretched for around eight months, Mr. Pais submitted that the Delhi Police Special Cell’s case was fabricated and were based on doctored clips of Mr. Khalid’s Amravati speech run by television news channels. Mr. Pais also argued that the entire charge sheet naming Mr. Khalid as the mastermind of the conspiracy read like the script of popular television series Family Man and were nothing but hyperbolic allegations.Meanwhile, the prosecutor argued that Mr. Khalid wanted to create a perception by comparing his case to Family Man and Trial of Chicago 7 and didn’t have anything to argue on the merits of the case.SPP Prasad further submitted that Mr. Khalid was part of several secret meetings where chakka jams which led up to the riots were carefully planned and conceptualized.Mr. Khalid is among the 18 accused in the UAPA case, which includes other student activists such as Devangana Kalita and Natasha Narwal. "
15	"The Delhi High Court on Tuesday reissued fresh notices to several political leaders, based on pleas to make them parties to the proceedings seeking investigation against them for allegedly delivering hate speeches leading to the February 2020 riots.Among those who were issued fresh notices by the court, are BJP leader and Union Minister for Information and Broadcasting Anurag Thakur, Congress leaders Sonia Gandhi, Rahul Gandhi, Priyanka Gandhi Vadra, and senior AAP leader and Delhi’s Deputy Chief Minister Manish Sisodia.A Bench of Justice Siddharth Mridul and Justice Rajnish Bhatnagar issued fresh notices as the earlier notices issued by the High Court on February 28 this year could not be served due to the non-payment of process fees by the petitioners.“Notices could not be served to the proposed respondents (politicians, activists and others) as process fees were not filed. On the filing of process fees by the petitioners within two days and taking all other steps, let fresh notices be issued to all the proposed respondents,” the High Court said while posting the case for hearing on April 29.NGO ‘Lawyers Voice’, in its plea, has sought registration of FIRs for hate speech against Aam Aadmi Party MLA Amanatullah Khan, AIMIM leader Akbaruddin Owaisi, former AIMIM MLA Warris Pathan, activist Harsh Mander, actor Swara Bhasker, and BG Kolse Patil — former Bombay High Court Judge and others.Lawyers Voice has stated in its application that public discourse cannot become a tool to promote speech that is inimical to public order and if FIR is not registered, the wrongdoers will be encouraged.One Shaikh Mujtaba Farooq also filed an application seeking FIR for hate speech against BJP leaders Anurag Thakur, Kapil Mishra, Parvesh Verma and Abhay Verma. In his plea, Mr. Farooq has stated that after the political leaders “engaged in the hate speech and exhortation to murder peaceful protestors, attacks broke out all across Delhi”.Earlier in July 2020, the Delhi police had informed the High Court that during their investigation in cases related to North-East Delhi riots, the police had found “no actionable evidence has surfaced yet” against political leaders “in instigating and or participating in the riots”.“As such, as and when substantial and cogent evidence of involvement of the aforesaid persons in the commissioning of any offence surfaces, the Delhi police will take suitable steps in the already registered FIRs. However, no fresh FIR is warranted at this stage,” the Delhi police had said in its affidavit."
16	"The High Court, while granting bail to Devangana Kalita, Natasha Narwal and Asif Iqbal Tanha on Tuesday, gave the Delhi Police a dressing-down for “casually” invoking provisions of anti-terror laws against the three students who had protested against the enactment of the Citizenship (Amendment) Act (CAA).Jawaharlal Nehru University students Ms. Kalita and Ms. Narwal, along with Jamia Millia Islamia Mr. Tanha, were arrested in connection with the northeast Delhi riots last year.“We are constrained to say, that it appears, that in its anxiety to suppress dissent and in the morbid fear that matters may get out of hand, the State has blurred the line between the constitutionally guaranteed ‘right to protest’ and ‘terrorist activity’,” a Bench of Justice Siddharth Mridul and Justice Anup Jairam Bhambhani said.“If such blurring gains traction, democracy would be in peril,” it said.The High Court ruled that no offence under the anti-terror law — Unlawful Activities (Prevention) Act (UAPA) — is made out against any of the three students.“The phrase ‘terrorist act’ cannot be permitted to be applied in a cavalier manner to criminal acts or omissions that fall squarely within the definition of conventional offences as defined inter alia under the IPC [Indian Penal Code],” the court said.“Having given our anxious consideration to this aspect of ‘likelihood’ of threat and terror, we are of the view that the foundations of our nation stand on surer footing than to be likely shaken by a protest, however vicious, organised by a tribe of college students or other persons, operating as a coordination committee from the confines of a University situated in the heart of Delhi,” the High Court observed.‘Right to protest sacrosanct’Noting that protests against governmental and parliamentary actions were legitimate, the Bench said though such protests were expected to be peaceful and non-violent, it was not uncommon for protesters to push the limits permissible in law.Citing the case of Ms. Kalita, the High Court observed, “Even if we assume for the sake of argument, without expressing any view thereon, that in the present case inflammatory speeches, ‘chakka jams’, instigation of women protesters and other actions, to which the appellant (Ms. Kalita) is alleged to have been party, crossed the line of peaceful protests permissible under our Constitutional guarantee, that however would yet not amount to commission of a ‘terrorist act’ or a ‘conspiracy’ or an ‘act preparatory’ to the commission of a terrorist act as understood under the UAPA”.Devangana Kalita’s caseMs. Kalita has been named in four FIRs filed in connection with the northeast Delhi riots. She was arrested on May 23 last year. She has already got bail in three of the FIRs. However, a trial court here had denied her bail in connection with the FIR where the UAPA was invoked against her.The prosecution case against her is that she, as part of a women’s rights group called Pinjra Tod, and other groups called the Delhi Protests Support Group, the Jamia Coordination Committee, Warriors, and ‘Auraton ka Inquilab’ participated in a ‘larger conspiracy’ which led to violence and rioting.The court, however, remarked that, “There is absolutely nothing in the subject charge-sheet, by way of any specific or particularised allegation, that would show the possible commission of a ‘terrorist act’ within the meaning of Section 15 of the UAPA”.“Surely the right to protest is not outlawed and cannot be termed as a ‘terrorist act’ within the meaning of the UAPA, unless, of course, the ingredients of the offences under Sections 15, 17 and/or 18 of the UAPA are clearly discernible from the factual allegations contained in chargesheet,” it added.Natasha Narwal’s caseMs. Narwal has three separate FIRs lodged against her arising from her alleged involvement with the protests against the CAA and the National Register of Citizens ((NRC). She, too, was arrested on May 23 last year.The case cited by the prosecution against her is that she was involved in instigating the local population in certain Muslim-dominated areas in Delhi, particularly women, to protest against the CAA and the exercise undertaken by the Central government for creating an NRC, by allegedly seeking to incite feelings of persecution.The High Court remarked that “allegations relating to inflammatory speeches, organising of ‘chakka jam’, instigating women to protest and to stockpile various articles and other similar allegations, in our view, at worst, are evidence that the appellant participated in organising protests”.“But we can discern no specific or particularised allegation, much less any material to beat out the allegation, that the appellant [Ms. Narwal] incited violence, what to talk of committing a terrorist act or a conspiracy or act preparatory to the commission of a terrorist act as understood in the UAPA,” it said.Asif Iqbal Tanha’s caseMr. Tanha was first arrested on May 19 last year in connection with the UAPA case. At the time of his arrest, he was already in judicial custody in another case registered in connection with the anti-CAA protest in December 2019.While he has already been granted bail in the earlier case, he was denied bail in the UAPA case by a trial court here on October 26, 2020.According to the prosecution, Mr. Tanha is one of the ‘masterminds’ and one of the main conspirators as well as instigators behind the riots that happened in northeast Delhi last year.The prosecution repeatedly urged that what was contemplated and, in fact, brought to fruition was not a “typical protest” but an “aggravated protest” which was intended to disrupt the life of the community in Delhi.“We find ourselves unpersuaded and unconvinced with this submission, since we find it is not founded on any specific factual allegation and we are of the view that the mere use of alarming and hyperbolic verbiage in the subject chargesheet will not convince us otherwise,” the Bench said pointing to “complete lack of any specific, particularised, factual allegations” that would make-out the ingredients of the offences under UAPA.“In fact, upon a closer scrutiny of the submissions made on behalf of the State, we find that the submissions are based upon inferences drawn by the prosecuting agency and not upon factual allegations,” the High Court highlighted."
17	"A Delhi court on Monday granted bail to former Congress Councillor Ishrat Jahan in the case concerning the larger conspiracy behind the Delhi riots of February 2020.The order was pronounced by Additional Sessions Judge Amitabh Rawat.  Also read |Probe into Delhi riot cases marked by bias, inaccuracy: HRWMs. Jahan, along with several others, has been booked under the anti-terror law — Unlawful Activities (Prevention) Act (UAPA) — in the case for being the ""masterminds"" of the February 2020 riots, which had left 53 people dead and over 700 injured.Also Read2020 Delhi riots: Court reserves order on Umar Khalid's bail pleaEarlier Ms. Jahan was granted interim bail in June 2020 for 10 days to get married and was directed not to tamper with the evidence or influence the witnesses.The violence had erupted during the protests against the Citizenship (Amendment) Act (CAA), 2019, and the National Register of Citizens (NRC).Besides Ms. Jahan, activist Khalid Saifi, Umar Khalid, JNU students Natasha Narwal and Devangana Kalita, Jamia Coordination Committee members Safoora Zargar, former AAP councillor Tahir Hussain and several others have also been booked under the stringent law in the case. "
18	"Additional Sessions Judge Vinod Yadav, who was presiding over several cases related to the north-east Delhi riots at the Karkardooma court, was on Wednesday transferred to the Rouse Avenue court where he will serve as a Special Judge for cases pertaining to the Prevention of Corruption Act.ASJ Yadav has been replaced by Virender Bhatt, who earlier served as Special Judge at Rouse Avenue court.The transfer order issued by the Delhi High Court included seven Metropolitan Magistrates and four Additional Sessions Judges. In addition to ASJ Yadav, Metropolitan Magistrate Fahad Uddin, who presided over another of the four special courts hearing matters related to the February 2020 riots, has been transferred as Metropolitan Magistrate, Tis Hazari court. Shama Gupta will replace him.While hearing the riots cases, ASJ Yadav had passed several scathing orders and pointed out loopholes in investigations. During one such hearing last month, he had observed that “failure to conduct a proper investigation will torment sentinels of democracy”.‘Sorry state of affairs’A day before his transfer, ASJ Yadav had come down heavily on Delhi Police, saying one of its witnesses was “lying on oath” and it was “a very sorry state of affairs”. He had asked DCP (Northeast) for a report in the matter.He made the observation after Head Constable Sanoj stated on oath in his evidence that he had identified three rioters by their names and professions, namely Vikas Kashyap, Golu Kashyap and Rinku Subziwala. However, Assistant Sub-Inspector Ram Dass stated in his evidence that the three accused “could not be identified during investigation”. ASJ Yadav in his order said it appeared prima facie that one of the police witnesses in the case was lying on oath and the same was punishable under IPC Section 193 (punishment for false evidence).The court noted that while the Head Constable had categorically asserted about the accused’s presence at the spot, it was however admitted by the Investigating Officer (IO) “that there is nothing on record to substantiate that matter” and the fact that the three men were ever investigated despite their names being there on record.“On the contrary, it is stated that the identity of these accused persons could not be established during investigation,” the order read. ASJ Yadav further said there was no material available on record which showed that efforts were made by the IO to apprehend the three men. The case pertains to incidents of robbery and vandalism at multiple houses during the riots in the Johripur Pulia area."
19	"Chief Minister Arvind Kejriwal on Thursday handed over an appointment letter for a government job to late Intelligence Bureau staffer Ankit Sharma’s brother Ankur Sharma.Mr. Ankit Sharma was killed during the 2020 north-east Delhi riots. His body was found in a drain near his home in the riot-hit Chand Bagh area in February 2020.Mr. Kejriwal said while the loss of Mr. Ankit Sharma’s life could not be made up for, he hoped that this government job and financial aid of ?1 crore would provide strength and support to the family. Deputy Chief Minister Manish Sisodia, who also holds the Education portfolio, said Mr. Ankur Sharma was being appointed in the Education Department as a ‘Junior Assistant.’ Mr. Sisodia urged Mr. Ankur Sharma to accept the offer and wished him luck on the occasion.“We can never compensate for the loss of a loved one’s life but I hope this government job and an assistance of ?1 crore brings the family strength. We will continue to stand by them and support them whenever needed” the Chief Minister tweeted.Meanwhile, calling out the government’s aid, Delhi BJP Spokesperson Praveen Shankar Kapoor said it was “regrettable” that on one hand Mr. Kejriwal and AAP leader Durgesh Pathak were “doing politics” over the compensation package extended to Mr. Sharma’s family, while on the other were giving “political patronage to his murderer” Tahir Hussain, a suspended AAP councillor.After receiving the job certificate from the CM, Mr. Ankur Sharma said, “My brother Ankit Sharma died during the Delhi riots. Since then, the Delhi government has supported me and my family at every step.” "
20	"The Ministry of Home Affairs (MHA) has informed the Supreme Court that Indian Police Service officer Rakesh Asthana was granted extension of service and appointed Delhi Police Commissioner as a “special case of public interest” taking into consideration riots, crimes and “certain untoward and extremely challenging public order problems” with “international implications” witnessed in the Capital.“Rakesh Asthana, IPS, has been granted extension of service and has been appointed the Commissioner of Police, Delhi, initially for a period of one year beyond the date of superannuation on July 31, 2021 or until further orders, whichever is earlier, in relaxation of 16(1) of the AIS (DCRB) Rules, 1958 as a special case in public interest,” the Ministry said in an affidavit.The government dismissed the petition filed by Centre for Public Interest Litigation (CPIL), represented by advocate Prashant Bhushan, challenging the appointment as an “abuse of process of law and manifestly an outcome of some personal vendetta against the incumbent Police Commissioner”.Mr. Asthana, who is also a respondent in the case, in a separate affidavit, said the petitions were filed in the court following a scathing social media campaign to malign his reputation. He echoed the government’s version that the petitioner harboured a personal vendetta against him. He maintained that the petitioner was indulging in “selective criticism”. The law and order situation in Delhi was complex, he noted.On Wednesday, a Bench led by Justice D.Y. Chandrachud adjourned the case to January 11.‘Personal vendetta’The MHA has argued that eight Delhi Police Commissioners had been appointed by the same procedure without any complaints from the petitioner. It accused the petitioner of harbouring a personal vendetta against Mr. Asthana, who was shifted from the Gujarat cadre.“Delhi being the capital of the country has a specific and special requirement which witnessed certain untoward and extremely challenging public order problems/riots/crimes which have an international implication. This necessitated appointment of an experienced officer having diverse, multifarious experience of heading a police force in any large State/Central Investigating Agency/Para-military Security Forces, etc, to head the Delhi Police force,” its affidavit reasoned.The competent authority felt it necessary to have an experienced police officer like Mr. Asthana to head the Delhi force to “effectively negotiate and handle the peculiar policing needs, the law and order situation in the National Capital of GNCT of Delhi”, the MHA said.‘No irregularity’The Ministry denied any procedural irregularity/non-compliance of the applicable policy for effectuating inter-cadre deputation of Mr. Asthana from Gujarat to Arunachal Pradesh-Goa-Mizoram and Union Territory (AGMUT) cadre.“No fault can be found in appointment of Mr. Asthana as Commissioner of Delhi Police, as alleged or otherwise, by the petitioner. It is submitted that his inter-cadre deputation and the relaxation under Rule 16 of AIS (DCRB) Rules, 1958 stems out from its need in public interest which are more elaborately recorded in the original file pertaining to his appointment,” it submitted.A bare perusal of the file shows that the “best attempt” was made to find a suitable IPS officer to head the Delhi Police. A thorough search was made by the competent authority from the options available in the AGMUT cadre.“Since AGMUT cadre being a cadre comprising Union Territory and small northeastern States, it was felt that requisite experience of working and supervising the central investigating agency/paramilitary force and police force of a large State having diverse political and law and order problem was lacking in the present pool of available officers and hence in public interest, a decision was made by the Central government to have an officer who had experience in all the above fields to supervise Delhi Police force and to provide effective policing on the recent law and order situation which arose in the National Capital Territory of Delhi,” the affidavit explained.Relaxation of rulesThe Ministry reasoned that in case of hardship faced by the Central government/Cadre Controlling Authority (CCA) in finding a suitable officer for a specific post with special requirements within a cadre, it can relax the rules and grant extension of service to an officer in exercise of powers conferred to it under Rule 3 of the Residuary Rules and Section 21 of the General Clauses Act.Besides, the Ministry contended, the court’s 2006 judgment in Prakash Singh’s case was restricted to appointments of DGPs in States and did not extend to the Union Territories."
21	" Ties between India and Indonesia have been strained further over a series of  growing protests in Jakarta. The Indonesian government has reached out to New Delhi again to “convey concerns” over the violence in
Delhi and riots that left 53 people dead, while India has demanded security assurances for the Indian embassy in Jakarta and the Indian consulate in Medan.
The message that the Widodo government in Jakarta has delivered is two fold: that it is committed to assuring safety and security for the Indian Embassy in Jakarta and the Indian consulate in Medan, while at the same time asking India to engage with the negative public perception in Indonesia.“[Our] civil society and many organisations had a message and those messages were conveyed [to the government of India]. People have concerns, but the Indonesian govt. is confident that we are both pluralistic, democratic countries,” sources said, referring to the fact that Indonesia that has an 80% Muslim majority is also home to Buddhists and Hindus, and is not an Islamic state.The source also added that Indonesia would not “interfere” in India’s internal issues, but that the Indonesian public’s reaction to events in India was becoming an issue for their government as well.On March 1, the Indonesian Ministry of Foreign Affairs had called in Indian Ambassador Pradeep Kumar Rawat to discuss the concerns, while Indonesian Ambassador to India Sidhartho Suryodipuro has held more than one meeting with the Ministry of External Affairs to raise the issues and discuss security arrangements for the Indian missions. Mr. Rawat is also due to meet Indonesian Vice-President Maaruf Amin, an Islamic cleric, later this week. On March 13, Jakarta saw another big gathering of protesters belonging mainly to Islamist organisations and civil society NGOs who picketed the Indian mission to protest against the
Citizenship (Amendment) Act  and the violence in Delhi. The protests have been organised on every Friday for the three weeks, with an unprecedented 1,100 police personnel deployed to ensure the embassy’s safety.
 Of particular worry was a meeting of the “Indonesian Ulema Council” (MUI) on Thursday that called for a “fact-finding team” from the United Nations to be sent to India to look into the CAA,
riots and actions in
Jammu and Kashmir , condemning what it called “the actions of Hindu extremists….against Indian Muslims,” and even called on the Indonesian government to ""boycott Indian goods"".
 India has not reacted thus far to the events in Indonesia. Last year, the government had raised
strong objections  with the U.K. government after
protesters were allowed to picket the High Commission  in London.
 The government has
publicly criticised Malaysia  and Turkey for their comments on the CAA and
events in Jammu and Kashmir  as these are “internal matters”.
 Tensions between India and Indonesia are also brewing over reports in the Indian media that an Indonesian Islamic NGO Aksi Cepat Tanggap had ‘funded’ the
violence in Delhi  and was linked to Pakistan’s Lashkar-e-Toiba. The reports, in at least two national television channels and a national daily, appeared a day after Home Minister Amit Shah had referred to evidence of a “foreign hand” in funding the riots from February 24-26 in northeast Delhi that has left thousands homeless.
In a statement released ahead of the protests on Friday, ACT supervisory council member Syuhelmaidi Syukur denied the allegations saying the organisation had only funded “humanitarian aid” to “victims whose houses have been damaged, widows who lost their children and people who lost their source of income due to the riots”."
22	"A Delhi court pulled up the police for the “sorry state of affairs” after it noted that no prosecutors were present during the hearing in a Delhi riots case on Wednesday and said that such instances led to cases being adjourned without any proceedings.Additional Sessions Judge (ASJ) Virender Bhatt made the remarks while hearing the murder case of a person named Alok Tiwari, registered at Karawal Nagar police station, in which six persons were accused. The case was at the stage of prosecution evidence.During the hearing, the court was informed by the naib court that he had called up Special Public Prosecutor Amit Prasad, who stated that he was busy in some matter in the Delhi High Court. Thereafter, he called up another prosecutor but he too expressed his inability to appear in the case, following which another Special Public Prosecutor Madhukar Pandey was contacted. He too did not respond positively.In response to this, the court noted: “This is the state of affairs with regard to these riot cases which are very sensitive in nature and for which this special court was set up. These cases were assigned to a panel of Special Public Prosecutors formed by the police so as to ensure proper and effective prosecution of these cases.”Prolonged incarceration ASJ Bhatt said that it has been noticed that in several cases, the SPPs to whom the cases are assigned do not appear in the court on account of which the cases have to be adjourned without conducting any proceedings. It results in delay of their disposal.The defence counsels also objected to the conduct of the prosecutors. They stated that the matters are being adjourned unnecessarily because of the absence of SPPs “due to which the incarceration of the accused gets prolonged for no fault of theirs’.The court noted that earlier also, it had communicated this to DCP (North-East) Sanjay Kumar Sain, with instructions to take corrective measures. The court directed the copy of the order to be sent to the DCP and asked him to look into the aspect seriously and appoint more SPPs to represent the State in Delhi riots cases.In September, a Delhi court had pulled up the police for its lackadaisical approach in dealing with the Delhi riots cases and directed the Delhi Commissioner of Police to look into the matter."
23	" Jamia Millia Islamia Alumni Association President Shifa-Ur-Rehman, who was arrested under the Unlawful Activities (Prevention) Act in connection with the Delhi riots asked in the court on Tuesday why no FIR was registered against Union Minister Anurag Thakur, BJP leader Kapil Mishra, and others for allegedly instigating riots. During the bail hearing, Mr. Shifa's lawyer, Abhishek Singh, showed Additional Sessions Judge Amitabh Rawat a complaint filed by him on January 30, 2020, seeking registration of FIR against Mr. Thakur, Mr. Mishra, another BJP leader Parvesh Sharma, and Jamia Shooter Ram Bhakt Gopal for allegedly “instigating riots”.“Did the prosecution even bother to call them as witnesses or accused or issue a notice that we want to know something? Because they said 'shoot xyz' so they know who those people are. They will at least have some evidence. Why was no FIR registered against them? This was the complaint I was pursuing,” Mr. Singh said. According to the complaint, as read by the lawyer in the court, Mr. Shifa mentioned that Mishra took out a rally in which slogans to shoot were raised, following which Mr. Thakur on January 28, 2020, said: “desh ke gaddaron ko...” In January 2020, Thakur had allegedly egged on participants of an election rally to raise an incendiary slogan. While the minister raised the slogan ""Desh ke gaddaron ko... (the traitors of the country)"", the crowd responded by chanting: ""Goli maaro saalon ko... (shoot them)."" Mr. Shifa is accused of collecting money to fund various sit-in protests against Citizenship (Amendment) Act (CAA) and National Register of Citizens (NRC). He, along with several others, has been booked under the anti-terror law in the case for being the ""masterminds"" of the February 2020 violence, which had left 53 people dead and over 700 injured. Alluding to the alleged funding, the lawyer affirmed that Mr. Shifa had made ""some financial arrangements"" but questioned whether paying some protestors make it an offence under the stringent UAPA. Advocate Singh further emphasized that being a member or president of the alumni association or a protester is not an offence as people are entitled to their opinion and can peacefully protest against anything.“Why have I been roped in? I fail to understand. There is a fundamental right to protest. If a certain section of society is aggrieved by certain legislation and protest against it, that is not a crime. They can protest,” the lawyer told the court. Furthermore, Mr, Shifa's counsel sought bail for him saying that there has been a systematic violation of his fundamental rights and that he cannot be put in the bracket of rioters. He also read his WhatsApp chats to show that there was no instigation of violence. Besides him, former JNU student leader Umar Khalid, JNU students Natasha Narwal and Devangana Kalita, Jamia Coordination Committee members Safoora Zargar, former AAP councillor Tahir Hussain and several others have also been booked under the stringent law in the case."
