	0
10	"NEW DELHI. Delhi police's failure to conduct a proper investigation into the 2020 riots was a ""colossal"" and ""criminal"" waste of taxpayers' time and money, and will ""torment the sentinels of democracy"", a court observed while discharging three people. Read AlsoDelhi riots: Court says failure to conduct proper probe will torment sentinels of democracyThe court noted that there was no CCTV footage of the incident to confirm the presence of the accused at the spot, no independent eye witness, and no evidence regarding the criminal conspiracy.Delhi Court while discharging an accused in the Delhi Riots case today said “history will look back on the failure… https://t.co/eWfvouHhoa� Nalini (@nalinisharma_) 1630600607000Further, the Delhi high court while granting bail to five accused of a north-east Delhi riots case on Friday said that right to protest and express dissent occupies a fundamental stature in a democratic polity and therefore sole act of protesting should not be employed as a weapon to justify the incarceration of those exercising it. Read AlsoDelhi riots: Right to protest, dissent occupies fundamental stature, says high court; grants bail to 5Justice Subramonium Prasad, in five separate verdicts, granted bail to accused Mohd Arif, Shadab Ahmad, Furkan, Suvaleen and Tabassum, who are facing prosecution for the murder of Delhi Police head constable Ratan Lal during the north-east Delhi riots in 2020.Here's how netizens reacted to court's observation मेरा क़ातिल ही मेरा मुंसिफ है।क्या मिरे हक़ में फैसला देगा।।“Delhi Riots will be remembered in history for failu… https://t.co/uSYJQaTURY� Nigar Parveen (@NigarNawab) 1630649342000Delhi Riots will be remembered in history for failure of Delhi Police to conduct proper investigation says Delhi co… https://t.co/b3XSAQNwQm� Mahua Moitra (@MahuaMoitra) 1630644817000Umar Khalid's bail: Delhi Police has relied on unsubstantiated slogans from the JNU 2016 (Tukde tukde gang) case as… https://t.co/8QwNm7R125� Aishwarya S Iyer (@iyersaishwarya) 1630650559000'Grave injustice to sacrifices of Ratan Lal and Ankit Sharma' ""Botched up investigation by Delhi Police in #DelhiRiots'"" says Delhi courtSuch grave injustice to sacrifices of A… https://t.co/YB0eqLpRRL� Ritu (सत्यसाधक) #EqualRightsForHindus (@RituRathaur) 1630669511000'Not the first time criminals got away due to Delhi Police's incompetence' So Delhi Police failed to provide proof in court against Aapiya Tahir Hussain's brother & a few others, all acquitt… https://t.co/n21mjNFUCi� Mr Sinha (@MrSinha_) 1630672259000Delhi court accuses delhi police under 303 of poor investigation in #DelhiRiots caseDischarges Tahir Hussain's bro… https://t.co/iMBSojBquS� Ritu (सत्यसाधक) #EqualRightsForHindus (@RituRathaur) 1630649413000'Amit Shah's responsibility' Will any TV anchor/editor ask question to ⁦@AmitShah⁩ ? Delhi police is directly under his supervision ! https://t.co/Tk7KOdALds� ashutosh (@ashutosh83B) 1630650044000It seems RW has forgotten that Delhi Police reports to Hon. HM Amit Shah.� Ādarśa Jhā (@adarshrjha) 1630668021000'One of the most malafide and inept investigations' Numerous instances of Delhi Police's lack of commitment to ensure justice to the victims of Delhi riots have been e… https://t.co/814Zjuz103� O M A Salam (Chairman, PFI) (@oma_salam) 1630685959000The Delhi riots investigation by the Delhi police will go down in history as one of the most malafide and inept inv… https://t.co/PbXVAHvxCp� Prashant Bhushan (@pbhushan1) 1630597057000"
11	"NEW DELHI: A court has framed charges of rioting and arson against two persons in two separate cases of the northeast Delhi riots, saying if the material on record remained unrebutted during the trial, the conviction of the accused was reasonably possible. Additional sessions judge Virender Bhat, however, discharged Firoz and Mohd Anwar in two other cases, saying there was no evidence against the accused. The court framed charges against them in a case of alleged looting and setting ablaze shops in Dayalpur in February 2020. It noted that it was true that in his complaint, the complainant had not made any prayer for setting in motion the legal machinery to nab the culprits; but had he not wanted so, he would not have approached the police station and visited the office of the subdivisional magistrate concerned with the demand for compensation. The court said it was the mandatory duty of the officer-incharge of a police station to register the FIR on the basis of a complaint if the same disclosed the commission of a cognisable offence. �The officer-incharge of the police station cannot refuse registration of the FIR merely for the reason that no such request has been made in the complaint. It is for him to examine the complaint in order to ascertain whether or not any cognisable offence has taken place and if so, to register the FIR,� the court observed. It further said the witness and constable Vikas, who was the beat officer on duty, clearly identified the accused persons as allegedly being part of the unlawful assembly. �I find sufficient prima facie evidence on record to frame charges against the accused and put them to trial,� the judge said. While discharging them in two other riot cases, the court said the witness, constable Ankit, had nowhere stated that he had seen the accused indulging in vandalisation and arson in the shops/houses of the complainants. �It does not appear from the entire material on record that at the time of apprehending these two accused, there was any material with the IO showing their involvement in the riotous incidents,� it remarked. It further noted that none of the complainants had given the name or any identification mark of any alleged rioter. "
12	"NEW DELHI: A court in Delhi on Monday deferred the pronouncement of its order on the bail application of former Jawaharlal Nehru University (JNU) student Umar Khalid in a case related to the alleged larger conspiracy behind Delhi riots. Additional Sessions Judge Amitabh Rawat of Karkardooma court will now pronounce the order next Monday (March 21). On March 3, the same bench had reserved its order on Khalid's bail plea after hearing the submissions of parties in the matter. Opposing the bail plea, Special Public Prosecutor (SPP) Amit Prasad argued on the relevance of the speech given by Umar Khalid in Amravati in February 2020. He said the bail application was rejected on February 11, pointing out that the announcement of Donald Trump visiting India came on the same day. During the course of the hearing, Khalid's counsel, opposing the charges under the Indian Penal Code and UAPA, termed the charge sheet a 'work of fiction'. He argued that the speech given by Khalid was about Gandhi, harmony, and the Constitution, and it is not a crime. After the submissions, the court had reserved the order. Khalid, one of the accused in the conspiracy case, has been booked under the anti-terror law -- Unlawful Activities (Prevention) Act (UAPA). The riots broke out in northeast Delhi in February 2020 after clashes between anti-CAA (Citizenship Amendment Act) and pro-CAA protesters took a violent turn. The mayhem, which coincided with then US President Donald Trump's maiden trip to India, saw over 50 people lose their lives and over 700 injured. "
13	"NEW DELHI: In the first order convicting a man in a north-east Delhi riots case, a local court has said the circumstances in which members of the Muslim community were identified and beaten up by a mob and the fact that the accused, who was amongst the rioters, was armed are sufficient to indicate beyond any doubt he shared the common objective to assault Muslims and damage their properties. TOI reported in its Tuesday edition that the court on Monday convicted Dinesh Yadav (25) for being part of the mob that had set on fire a 73-year-old woman's house in Gokalpuri on February 25, 2020. The woman was not present in the house when the incident occurred. Additional sessions judge Virender Bhat said though the evidence on record did not indicate that Yadav had directly committed the offence, yet he was to be held guilty of all the offences committed by the members of unlawful assembly because he shared their common objective and knew that these offences were likely to be committed. While delivering the judgement, the court took note of ""the circumstances in which members of the Muslim community were identified and beaten, their vehicles damaged and their houses broken open, robbed and set ablaze by the rioters, comprising members of the other community"". It noted that the accused was armed with a wooden rod. These are ""sufficient to indicate beyond any doubt that he too shared the common object of the assembly and had knowledge that these types of incidents would be indulged in by the members of the assembly,"" the judge said in the order. The court noted that it was true that the testimony of the beat police officials and the two eyewitnesses to the incident revealed that Yadav had not taken an active part in vandalizing, looting or setting on fire the house of the complainant. However, it cannot be said that he was only a bystander or a passive spectator at the spot, said the court. TimesViewThe Delhi riots happened in February 2020. It is good that the first conviction has taken place. Hopefully more convictions will follow in the coming weeks. It is important that riot victims do not feel let down by the justice system.""The mere fact that he was not seen entering the complainant's house or vandalizing or looting or putting it on fire does not mean that he was a mere bystander,"" said the court. It added that the testimony of the beat police officials, on the other hand, clearly indicated that on February 25, 2020, Yadav was part of an unlawful assembly, consisting of 200-300 rioters who indulged in large-scale riots in Bhagirathi Vihar, Delhi. It observed that from the deposition of the prosecution witnesses, it was seen that the rioters belonged to the Hindu community whereas the victims were members of the Muslim community. "
14	"NEW DELHI. The Delhi high court on Tuesday granted bail to JNU students Natasha Narwal and Devangana Kalita and Jamia Millia Islamia student Asif Iqbal Tanha, who were arrested under the stringent Unlawful Activities (Prevention) Act in connection with a case related to larger conspiracy in the north east Delhi riots in February last year. The three accused were arrested in May last year in connection with the violence between citizenship law supporters and protesters that claimed at least 53 lives in national capital. Read AlsoDelhi riots: High court grants bail to student activists, says state blurred lines between right to protest & an act of terrorThe Delhi high court on Tuesday granted bail to student activists Devangana Kalita, Natasha Narwal and Asif Iqbal Tanha, booked under the stringent Unlawful Activities (Prevention) Act (UAPA) law, in connection with the northeast Delhi riots. The HC set aside the trial court's orders denying bail toTwitter reacted to the development, with many opposing the bail. There were others who claimed that the young activists were wrongly targeted. Again in 1 more disheartening, #DelhiHighCourt grants bail to Asif Iqbal Tanha, Devangana Kalita, Natasha Narwal in… https://t.co/HFzW9xc3mN� Rajveer Yadav (@rajveeryadav00) 1623740117000'Bail doesn't exonerate the culprits' Bail on ground of speedy trial does not exonerate the culprits from their offences. The way culprits like them and… https://t.co/8WEzKvG681� Veer Vikrant Singh (@VeerVikrantSngh) 1623740355000'Delhi Police and Indian government should be held accountable' Time to hold to account the Delhi police & Indian government based on this significant observation by the Delhi Hig… https://t.co/S45SN5EYH0� Shalini (@ShaliniNair13) 1623738351000Delhi HC: The intent & purport of Parliament in enacting UAPA, more specifically in amending it in 2004 & 2008 to b… https://t.co/lOuRksg1UE� Ismat Ara (@IsmatAraa) 1623735479000'Justice prevailed' Bail to Devangana, Natasha & Asif in UAPA case. ✊🏽✊🏽One of the happiest days of my life. Let more follow. Let just… https://t.co/wqtrSDODx8� Safoora Zargar (@SafooraZargar) 1623734935000'Natasha lost her father' IMP: Delhi High Court has granted bail to Pinjra tod activists Devangana Kalita, Natasha Narwal and Jamia student A… https://t.co/z6FKfUQnSG� Zeba Warsi (@Zebaism) 1623736415000'Lost hope in judiciary' Delhi High court not just granted bail to these Anti Indians but also issued certificate to continue their Anti Ind… https://t.co/es6mvTSXhO� Amreek Singh 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳 (@AmreekS07646492) 1623740214000So, is the Delhi High Court supporting Anti Nationals like Devangana Kalita,Natasha Narwal, Asif,Iqbal,Tanha just b… https://t.co/3rvXsTDGRC� Sanatani Kids (@SanataniKids) 1623738962000'Unjust incarceration under draconian laws' We are glad that the honourable court called out the hollowness of the bogus conspiracy charges against young activ… https://t.co/IVFL0v6VjH� Mohammad Salman (@writesalman) 1623741131000I often feel very helpless & guilty when young minds are subjected to persecution.I urge our govt to rise above pe… https://t.co/5mzrsI1SfE� Dr Kafeel Khan (@drkafeelkhan) 1623740209000'Remember Ankit Sharma' according to Delhi High Court there's peaceful protest. These peaceful peoples get the bail. even in Delhi Riots A… https://t.co/0NlFcFfNc4� Bhardwaj (@VBhardwaj4444) 1623747052000'Don't suppress dissent' #DelhiHighCourt today granted bail to 3 students who were slapped with UAPA in connection to #DelhiRiots.Democrac… https://t.co/UMqOlCt60s� Tractor2ਟਵਿੱਟਰ (@Tractor2twitr) 1623741323000After 300+ days in Jail, Natasha Narwal, Devangana Kalita & Asif Iqbal Tanha have been given bail by Delhi HC 👏Ju… https://t.co/5YDopRJ9hs� Srivatsa (@srivatsayb) 1623739132000"
15	"NEW DELHI: Escalating the crackdown on controversial Islamist outfit Popular Frontpfiof India (PFI), Delhi Police’s Special Cell has arrested its Delhi unit president, Parvez Ahmed, and secretary, Mohammad Iliyas, for allegedly funding the riots and fanning violence during anti-CAA protests in the city. Earlier, police had arrested Danish Khan, a secretary of PFI. The arrested men — Ahmed and Iliyas — were already under investigation by the Enforcement Directorate which is studying PFI’s financial transactions as part of a probe into the role of the outfit in anti-CAA protests. The ED claims to have seized a tablet device from Parvez which purportedly has records of a chain of conversations about anti-CAA protests at Shaheen Bagh and violence at JNU between him and a member of Parliament. The agencies have also established a suspicious pattern of deposits into and withdrawal of money from PFI’s accounts. Iliyas was first to be arrested from Jafrabad on Wednesday, while Parvez was picked up from Parliament Street in the evening where a protest against the arrest of Danish was planned. Sources said that the cops made Iliyas call up Parvez to the “protest site” and arrested him upon arrival. The Special Cell claims to have clinching evidence about PFI spreading fake propaganda and fanning violence during the anti-CAA protests. Danish, who was arrested earlier, handled the outfit’s intelligence wing and was spotted at all major protests in the city. “His interrogation has given clues regarding the outfit’s ‘information war,’” an officer said. The FIR, in the case was filed by the Crime Branch, but since the larger conspiracy regarding the Delhi riots is being probed by the Special Cell, the matter has been transferred to them, said a senior official. PFI has, however, called the move a conspiracy against it. “Whatever happens in India, the agencies put their blame on us. Never in the past have such allegations been proved. Even this time, we will come out clean,” the outfit stated. Watch Delhi: PFI President, Secretary arrested by special cell"
16	"NEW DELHI: A Delhi Court on Saturday dismissed the bail plea moved by former AAP Councilor Tahir Hussain in a money laundering case registered by the Enforcement Directorate (ED) in connection with the alleged funding of Northeast Delhi violence of February 2020. Additional Sessions Judge Amitabh Rawat dismissed the bail plea on Saturday. He had reserved the order on 8 February after hearing the arguments of counsel of the prosecution and accused. Tahir Hussain is accused in many riots related cases and in custody for one and half years. He is also an accused in the riots conspiracy case. Advocate N. K. Matta, Special Prosecutor for ED had argued that there is sufficient material on record against the accused and a case of Money laundering is made out against him. "
17	"New Delhi: The president of Alumni Association of Jamia Milia Islamia (AAJMI) Shifa-Ur Rehman alleged before a court on Monday that there had been systemic violation of his fundamental rights by the prosecution in a northeast Delhi riot case. His counsel claimed that the sanction for prosecution granted in the case was not fair and honest as the material of the investigation was reviewed by an independent authority before the probe was completed. “There are discrepancies regarding Rehman’s arrest too. His arrest memo shows that he was arrested from Uttar Pradesh. But in the chargesheet, it shows that he was arrested by the ACP concerned in Delhi,” Rehman’s counsel told additional sessions judge Amitabh Rawat during the hearing of his bail plea. “Also, he was called to the police station and then arrested. He was willing to cooperate,” he said. The counsel added that during the initial days of custody, Rehman was not allowed to interact with his lawyer. “AAJMI has 10 office bearers. None other than him has been arraigned as an accused. He was also part of Jamia Coordination Committee (JCC)... Being a part of AAJMI or JCC is not sufficient to make a person part of a conspiracy. He was neither the administrator nor did he send a single message that instigated violence.” He argued that the independent review committee last reviewed the material of the investigation as per Unlawful Activities (Prevention) Act on August 4, 2020, after which over 400 witnesses were examined by police. “Every so-called evidence against me has been collected after this date. If the exercise of gathering evidence was not complete, no independent review should have been done…” The charges have not been framed and the trial will take a long time, and hence, he deserves to be granted bail, the lawyer said. Special public prosecutor Amit Prasad, appearing for police, opposed the bail plea, saying Rehman was arrested by the ACP concerned as required under UAPA. “The requirement is not that once sanction has been obtained, beyond that date if material comes during further investigation, it cannot be relied upon by the prosecution,” he submitted. "
18	"NEW DELHI: A city court on Monday granted bail to former Congress councillor Ishrat Jahan in a case related to the northeast Delhi riots in which she was booked under the stringent Unlawful Activities (Prevention) Act (UAPA). Additional Sessions Judge Amitabh Rawat said even if it was accepted that she had connectivity with the other accused, yet the fact remained that she was neither physically present during the riots nor was she part of any group, organisation or WhatsApp groups. Her name didn’t crop up in calls, CCTV footage or in any conspiratorial meetings. “The entire conspiracy as spelt out in the chargesheet for the limited purpose of bail application on prima facie considerations persuades this court to allow the application for bail despite the embargoes in CrPC and UAPA,” said the court, adding that it was not the case of the prosecution that she was giving directions to the other accused to contend that her position and conspiracy was bigger than others. The court granted Jahan relief since filing of her bail application in September last year. This is the first bail granted by a trial court in the matter. She was in judicial custody for two years. She was directed to furnish a bail bond of Rs 50,000 with two sureties of like amount. It was noted that though, as per the chargesheet, Jahan was involved in the protest site at Khureji, it was not located in northeast Delhi. The court further said the arguments of the Special Public Prosecutor was that the entire northeast Delhi was surrounded from all sides and roads were blocked, but this did not happen at Khureji. The accused was not the one who created the idea of “chakka jam”. However, the judge said the order did not discharge her from the case. Jahan was directed not to leave Delhi without prior permission of the court and not tamper with evidence. During the bail hearing, advocate Pradeep Teotia, appearing for Jahan, had alleged that the prosecution just wanted to derive “sadistic pleasure” by increasing her custody by arguing that her bail plea was not maintainable. He also claimed that UAPA charges were slapped against her to stifle her voice. Special Public Prosecutor Amit Prasad, appearing for police, had claimed that the bail plea was not maintainable as it was filed under the wrong provision. Teotia had said that the prosecution knew it from before that the bail plea was filed Section 439 CrPC, but didn’t point it out earlier. "
19	"NEW DELHI: Delhi Police opposed the bail plea of former JNU student leader Umar Khalid on Tuesday, saying that the ""ultimate objective"" of the riots conspiracy was to bring the government of India to its knees and destabilize the foundation of democracy. Khalid and several others have been booked under the Unlawful Activities (Prevention) Act (UAPA), a stringent anti-terror law, and are accused of being the ""masterminds"" of the riots which had left 53 people dead and over 700 injured in 2020. The arguments on their bail pleas have been going on for more than five months. Opposing his bail plea before Additional Sessions Judge Amitabh Rawat, Special Public Prosecutor (SPP) Amit Prasad contested the claims of former JNU student leader Umar Khalid that the investigating agency was communal and the charge sheet in the riots conspiracy case was a ""figment of imagination"". Representing the police, the SPP said: ""The ultimate objective was to overthrow the government and undermine the authority of the parliament, which enacted the Citizenship (Amendment) Act CAA and destabilize the very foundation of the democracy"".  ""The idea was to bring the government of India on its knees and enforce the withdrawal of CAA. It is not that I am making the statement. This is evident from the chats which clearly state that government has to be brought to its knees"", he said.  Prasad further relied on the charge sheet to claim that the 2020 riots were not a spontaneous outburst of violence.  ""From the charge sheet, we have demonstrated that 23 protest sites were created and those sites were not organic in nature. They were meticulously planned with the location which was in close proximity to the masjids (Mosques),"" he said.  ""Multiple teams were formed to monitor these sites, give logistic supports, there were remote supervisors, local leaders, people who were visiting. We have also demonstrated the use of identical placards and banners at different protest sites which clearly shows that they were not organic and created in a coordinated manner,"" he added.  Prasad said the protests were not woman-dominated, rather they were managed by menfolk, and protest sites were swelled by bringing in women from the outside.  ""We have also demonstrated from the charge sheet that there was a clear interrelation between December 2019 riots and the February 2020 one. A similar pattern of crime was followed - blocking of roads attacking police, destructing properties, and violence with public and police,"" he said.  The charge sheet disclosed that 53 people died, he said, adding that 101 police officers and 41 public persons were injured in the first phase of riots in December 2019. In the second phase, 132 police officers and 76 public persons were injured.  ""There was clearly a case of death and injuries to persons. Total damage and claim settlement amount to Rs 21.93 crore. 61 claims have been settled and more are yet to be settled,"" the SPP said.  The investigation in the case revealed that firearms, petrol bombs, acid attacks, sticks, iron rods, stone-pelting through pre-fabricated large-sized slingshots were used to attack and kill police personnel, government employees, and public persons, he added.  Prasad further said that Khalid, through his lawyer, focused on ""irrelevant materials"" while arguing his bail application in a bid to divert the court's attention.  ""He (Umar) wants his application to be decided with reference to a web series and present case to be equated with 'The Family Man' or 'The Trial of the Chicago 7'. You do not have something on merit, you want to divert the attention of the court, focus on irrelevant materials, you want to go on media trial, create headlines,"" the SPP said.  On September 3, 2021, Khalid, through senior advocate Trideep Paid, said that the charge sheet in the case read like a script from a web-series 'The Family Man' and news channels. The lawyer also gave a reference to Voldemort, a villain in Harry Potter movies, to draw parallels between the statements in the chargesheet. Again on December 9, he referred to 'The Trial of the Chicago 7' in the courtroom.  On this, the SPP said, ""To equate the riots where 53 lives were lost with a web series is unfortunate. He does not want to refer to the law laid down by the constitutional courts. The idea is that you create a public perception. You want to refer to something which is relevant in media and not the law. The entire submission has been made on surmises and conjectures.""  He further emphasized that the court cannot go on a speculative analysis.  Besides this, Prasad opposed the alleged claims made by Khalid that the investigation agency and the investigating officer are communal.  ""I do not appreciate my learned friend arguing that the investigation agency and the Investigating officer are communal. The investigation agency is not of a particular person, it's of a state. The first conviction in the riots case was that of a Hindu. To say that investigation agency is communal does not go well,"" he submitted.  In the last hearing, Umar, through his lawyer, said that advocacy against a law like the Citizenship Amendment Act (CAA) is not a crime and that the police pressured the witnesses to give statements against him. "
20	"NEW DELHI: The official death toll in northeast Delhi’s riots rose to 42 on Friday with four more people dying at Guru Tegh Bahadur Hospital. The Jumma prayers, meanwhile, passed off peacefully. Policemen and paramilitary forces kept a close watch, with drones deployed above, during the 10 hours of section 144 being relaxed. The police are, however, still looking for AAP councillor Tahir Hussain, booked in the murder case of IB official Ankit Sharma. His mobile phone has been switched off and a man who was coordinating with the media on his behalf claimed he has not been in touch with him as well. On Friday, a forensic team, along with members of SIT, inspected the drain from where Sharma’s body had been recovered. The police suspect that Sharma was first killed and then his body dumped in the drain. GTB’s medical director Dr Sunil Kumar told TOI they had recorded 38 deaths since Monday. Of these, 16 people have been identified and 12 are unknown. Seven had gunshot injuries, eight had blunt assault wounds, three had been stabbed, five had suffered burns, one had been stabbed and shot while the cause in four cases was unknown. He added that about 50 injured people were still in the hospital. Lok Nayak Hospital has recorded three deaths and another death has been reported from Jag Pravesh Chandra Hospital in east Delhi’s Shahdara. Dr Kishore Singh, medical director of Lok Nayak Hospital, said 56 injured people had been brought there in the past four days. One of them was brought dead while two died during treatment. Eleven people are still in hospital, he said. “On Monday, when the riots began and patients started pouring in with serious injuries, there was some chaos. But within a day, a system was put in place for smooth triaging – deciding the order of treatment – depending on seriousness of the injuries and to manage the manpower needs. Some of the staffers who were on leave were asked to join immediately,” said a senior nursing staff at GTB Hospital. This hospital, with 2,500 beds, is the largest in east Delhi. Due to its proximity to the areas where maximum violence took place, most of the injured were rushed to the hospital beginning Monday. A senior official in the state health department said Wednesday onwards, when GTB Hospital’s emergency wing was running to near-full capacity, some of the patients with minor injuries were referred to Jag Pravesh Chandra and other hospitals. “Now, the government has also clarified that it will bear the cost of treatment for those injured in the riots even if they are being treated at private facilities,” he pointed out. "
21	"NEW DELHI: Former JNU student leader Umar Khalid on Thursday told a Delhi court that witness statements recorded by the police in the riots conspiracy case were ""fabricated"". Khalid and several others have been booked under the Unlawful Activities (Prevention) Act (UAPA), a stringent anti-terror law, and are accused of being the ""masterminds"" of the riots which had left 53 people dead and over 700 injured. Arguing his bail plea before Additional Sessions Judge Amitabh Rawat, senior advocate Trideep Pais, representing Khalid, said that the witness statements were ""inconsistent with each other, and will not stand the test of law."" He read out a statement of one of the witnesses and said, “Even a 12-year-old would know this is a fabrication. They (prosecution) should be ashamed. Not even a shred of physical evidence.” He added, “I recently watched a movie called 'The Trial of Chicago 7' where witnesses of the State had already planned to be the witnesses of the State.” The lawyer was addressing the allegation levelled by the police against Khalid that he and his father were present at a protest organized by the Welfare Party of India at Jantar Mantar, wherein children and women were taken in buses. “I am not even admitting to that but advocacy that persons should protest against CAA, how is that an offence?"" he said and concluded his arguments. He had begun his arguments on the bail plea on August 23. Special Public Prosecutor Amit Prasad will commence the arguments on the behalf of police on January 5, 2022. The Delhi Police had earlier said that the bail plea has no merit and that it will demonstrate the prima facie case against him before the court by referring to the charge sheet filed in the case. In the last hearing, Khalid, through his lawyer, said that advocacy against a law like the Citizenship Amendment Act CAA is not a crime and that the police pressured the witnesses to give statements. "
22	"LUDHIANA: The Union Minister For Child and Women Development Smriti Irani attacked Rahul Gandhi and Congress party on Wednesday for not giving justice to 1984 riot victims even after passing of so many years of their ruling. She was in Ludhiana for canvassing for BJP candidate from West constituency advocate Bikram Sidhu. She said, ""Rahul Gandhi is leader of Tukde tukde Gang and Congress party gives full support to such people who want to divide this country."" While addressing the gathering she said, ""Congress did nothing to safeguard the rights of Sikhs while PM Narendra Modi has always worked in favour of our Sikh brothers. Modi government gave justice to the families who lost their dear ones in 1984 riots and were waiting for the justice from so long.""  Assembly elections 2022: Complete coverage Poll schedule Detailed coverage UP elections Punjab elections Uttarakhand elections Goa elections Manipur elections She said BJP cancelled article 377 in Jammu and Kashmir and also gave justice to 1.16 lakh sikhs who had come from Pakistan after partition and got settled in Jammu and Kashmir. With cancellation of article 377 these Sikhs got the right to vote. But congress even talked against this article."" The Union Minister attacked Punjab Pradesh Congress Committee president Navjot Sidhu and said, ""The congress party gave chance to that leader who hugged the army chief of enemy country. But you can see the real character of Congress that it did not support Sidhu now."" She requested the voters to support BJP if they want a stable government and development in Punjab. "
23	"NEW DELHI: Home minister Amit Shah on Wednesday vowed to ensure punishment for those responsible for the Delhi riots irrespective of their religion, caste and political affiliation, asserting that action against the culprits would go down as an example for future rioters across the country. “I convey my condolences to all those who have lost their family members. I promise that none of the guilty will be spared no matter which religion, caste or political party they belong to. Delhi Police will act with such firmness that these riots will become a case study of the consequences that should visit those engage in riots,” Shah told Lok Sabha after an over five-hour debate on communal violence in the Capital. Home minister Amit Shah said the government wants to set up a claims commission to recover damages from rioters, and the Delhi high court has already been approached for the purpose. “About 700 FIRs have been filed, 152 weapons used in violence seized and 49 cases lodged under the Arms Act. Also, 2,647 people have been detained or arrested so far,” Shah said. Congress walked out of the House during the reply, provoking a sharp response from the usually quiet highways minister Nitin Gadkari. Responding to attacks from Congress which demanded his resignation and others in the opposition, Shah strongly rebutted the charges of failure and police inaction, saying the communal violence that claimed 53 lives was a pre-planned, well-organised conspiracy executed with hawala funds. “The spread of riots on such a big scale in such a short time is not possible without a conspiracy. We have registered a case of conspiracy to probe this angle. Three people have been arrested for financing the violence in northeast Delhi,” he said. A combative Shah marshalled details to refute that Delhi police, which works under the home ministry, had failed, saying that riots had been controlled within 36 hours and were not allowed to spread beyond 12 police stations. “The first complaint of riot was reported at 2 pm on February 24. It goes to the credit of the force that not a single incident of rioting took place after 11 pm on February 25,” he said. Shah said it was an achievement considering that northeast district had the highest population density in the country, was marked by a maze of narrow lanes and had a historically high crime rate. “It borders UP from where 300 criminals were brought in as part of a sinister conspiracy to organise violence during the visit of US President Donald Trump,” he added. The minister focused on the role of social media in what has been dubbed the first “digitised riots”. “More than 60 social media accounts were created specifically to incite communal violence between February 22 and 26,” he added. Shah said many of the social media accounts were since shut but police were looking for those responsible. “If they feel that they will get away, they are mistaken, law will take its course,” he said, adding that 25 cases under the IT Act had been registered. He responded to the charge that the Union government failure to take action against BJP members who made “provocative speeches” by referring to speeches of AIMIM’s Waris Pathan and others to say that inflammatory comments defined anti-CAA protests. He also mentioned the “aar-paar ki ladai” comment Sonia Gandhi had made at Ramlila Maidan, although he did not name the Congress chief. The minister stressed that riots were not a spontaneous outbreak. Responding to the allegation that the Centre delayed debate in Parliament, he said the government wanted the riots to be discussed after Holi to avoid communal flare-up during festival time. “There has been a history of communal clashes during Holi. It seems others had other priorities,” he said. He refused the demand for a community-wise break-up of fatalities and said, “I won’t give figures in ‘Hindu-Muslim’ as has been demanded by some members. 53 Indians have died, 526 Indians have been injured. Shops of 371 Indians were set ablaze and houses of 142 Indians were burned.” Shah also denied that he was missing in action. “I was in Ahmedabad on February 24 because the public reception for the visiting US President had been organised in my constituency. I came back the same evening and stayed away from Trump’s reception at Rashtrapati Bhavan, and the banquet organised for him to concentrate on the deployment of security forces,” he said. Watch Total of 2,647 people have been detained or arrested for violence in Delhi, says Amit Shah"
24	"NEW DELHI: A Delhi court has dismissed an 80-year-old man’s plea seeking a declaration of his son’s death, allegedly killed during the 1984 anti-Sikh riots, saying he has produced no document to prove that his son even existed. The court said it is a matter of common and legal sense that only a person known to have existed in the first place can be declared dead. The man had approached the court seeking declaration of civil death of his son Ajit Singh and procuring/issuance of a death certificate from the office of the concerned registrar of births and deaths. “Needless to say, before seeking a declaration that a person is dead, plaintiff had the onus to prove the existence of Ajit Singh, who is the ‘person’ sought to be declared dead. On the contrary, despite a query by the court during final arguments, the plaintiff did not bring on record any ID proof of Ajit Singh nor any document which could reasonably satisfy the court about his identity and existence,” Civil Judge Helly Fur Kaur said in an order on Thursday. The court noted that it was an admitted fact that no missing report was available with the man since the police allegedly refused to register the same. The one lodged with Delhi administration was misplaced. According to the suit filed by the man, his son allegedly went missing during the 1984 anti-Sikh riots and his efforts to trace him failed. He submitted that it is trite law that a person who has not been heard of for seven years by those who would naturally have heard of if he had been alive should be presumed dead. The suit said it was incumbent to submit here that the plaintiff’s son had not been heard by anyone among the family/relatives/ friends since the riots, so his son was presumed and declared dead. It further said that in any event, for issuance of a death certificate and for seeking compensation, the plaintiff needs to obtain a declaration of civil death of his son. "
25	"NEW DELHI: Former JNU student Umar Khalid was arrested late on Sunday by the Delhi Police Special Cell and booked under the stringent Unlawful Activities Prevention Act for alleged conspiracy in the riots that had rocked northeast Delhi this February, killing over 50 people. Police claimed to have found “crucial evidence”, including Khalid’s movement during the riots, after interrogating him about meeting members of ‘United Against Hate’ groups and the Popular Front of India. Khalid, who is already facing sedition charges for alleged anti-national sloganeering four years ago, will be produced before a court at noon on Monday. "
